148	0	1
153	0	1
510	2	1
690	0	1
728	0	1
1530	2	1
6306	0	1
6688	0	1
7297	0	1
7299	0	1
7586	0	1
7587	0	1
7817	0	1
7822	0	1
7890	0	1
7953	0	1
8139	0	1
8171	0	1
8248	0	1
8252	0	1
8339	0	1
8360	0	1
8366	0	1
8406	0	1
8444	0	1
8469	0	1
8483	0	1
8524	0	1
148	0	1
153	0	1
510	2	1
690	0	1
728	0	1
1530	2	1
6306	0	1
6688	0	1
7297	0	1
7299	0	1
7586	0	1
7587	0	1
7817	0	1
7822	0	1
7890	0	1
7953	0	1
8139	0	1
8171	0	1
8248	0	1
8252	0	1
8339	0	1
8360	0	1
8366	0	1
8406	0	1
8444	0	1
8469	0	1
8483	0	1
8524	0	1
802	2	1
6318	0	1
6335	2	1
6339	2	1
6341	2	1
6380	2	1
6447	2	1
6533	2	1
6686	2	1
6931	2	1
7396	0	1
7583	0	1
7596	2	1
7655	0	1
7664	0	1
7676	2	1
7941	2	1
8152	0	1
8160	0	1
8163	0	1
8175	0	1
8187	0	1
8200	0	1
8205	0	1
8211	0	1
8221	2	1
8236	2	1
8254	0	1
8257	2	1
8273	2	1
8274	0	1
8283	2	1
8303	0	1
8304	0	1
8312	0	1
8316	0	1
8318	2	1
8364	0	1
8365	0	1
8373	0	1
8386	0	1
8422	2	1
8431	0	1
8435	2	1
8436	2	1
8450	0	1
8484	2	1
174	0	0
180	0	0
263	0	0
279	0	0
305	0	0
324	0	0
349	0	0
400	0	0
469	0	0
510	0	0
554	0	0
590	0	0
605	0	0
660	0	0
663	0	0
666	0	0
690	0	0
718	0	0
723	0	0
728	0	0
753	0	0
3240	0	0
3611	0	0
4231	0	0
4830	0	0
4842	0	0
6290	0	0
6297	0	0
6690	0	0
6702	0	0
6999	0	0
7187	0	0
7355	0	0
7586	0	0
7587	0	0
7606	0	0
7760	0	0
8139	0	0
8168	0	0
8189	0	0
8241	0	0
8248	0	0
8252	0	0
8288	0	0
8323	0	0
8327	0	0
8329	0	0
8360	0	0
8378	0	0
8413	0	0
8441	0	0
8444	0	0
8457	0	0
8483	0	0
8523	0	0
8524	0	0
6306	0	0
6688	0	0
7297	0	0
8406	0	0
