148	25	25	10	1
336	0	0	0	1
510	25	25	10	1
1530	25	25	15	1
3518	0	0	0	1
6306	25	25	13	1
6308	0	0	0	1
6682	0	0	0	1
6688	25	25	9	1
7175	0	0	0	1
7297	25	25	13	1
7299	25	25	7	1
7614	0	0	0	1
7672	0	0	0	1
7822	30	30	14	1
7890	25	25	16	1
8171	0	0	0	1
8189	25	25	10	1
8241	25	25	18	1
8287	0	0	0	1
8306	0	0	0	1
8323	0	0	0	1
8329	0	0	0	1
8360	25	25	21	1
8371	0	0	0	1
8406	25	25	13	1
8457	0	0	0	1
6318	25	25	17	1
7655	25	25	15	1
7676	25	25	17	1
8205	25	25	15	1
8274	25	25	18	1
8364	25	25	10	1
8365	25	25	10	1
8373	25	25	13	1
8422	25	25	15	1
8435	25	25	10	1
8436	25	25	17	1
802	25	25	17	1
6339	25	25	15	1
6341	25	25	14	1
6380	25	25	15	1
6447	25	25	15	1
6533	25	25	13	1
6686	25	25	15	1
6931	25	25	15	1
7596	25	25	13	1
8273	25	25	15	1
8283	25	25	15	1
6318	25	25	18	1
6335	25	25	12	1
7655	25	25	14	1
7676	25	25	20	1
8205	25	25	21	1
8274	25	25	21	1
8364	25	25	10	1
8365	25	25	10	1
8373	25	25	15	1
8422	25	25	15	1
8435	25	25	9	1
8436	25	25	16	1
8484	25	25	13	1
8331	20	30	18	1
8139	25	25	10	1
7664	25	25	10	1
275	80	75	20	0
305	0	0	0	0
313	0	0	0	0
399	0	0	0	0
417	70	70	25	0
518	0	0	0	0
554	70	66	10	0
590	80	75	10	0
605	75	70	10	0
619	0	0	0	0
660	75	70	10	0
663	70	73	20	0
666	70	70	20	0
690	70	67	10	0
718	75	80	15	0
723	70	70	10	0
728	70	65	25	0
753	70	67	10	0
3240	77	77	15	0
3611	70	70	25	0
4089	70	68	10	0
4414	0	0	0	0
4598	0	0	0	0
4830	75	63	15	0
4842	70	72	10	0
4927	75	80	15	0
4998	73	75	15	0
5215	70	75	12	0
5863	68	70	15	0
5875	70	75	10	0
6297	75	80	12	0
6308	0	0	0	0
6310	70	72	12	0
7259	0	0	0	0
7331	0	0	0	0
7355	73	70	10	0
7367	73	72	12	0
7586	61	68	10	0
7587	72	68	10	0
7589	73	72	15	0
7598	70	70	15	0
7606	73	70	20	0
7608	73	80	20	0
7610	73	70	20	0
7672	73	72	15	0
7760	0	0	0	0
7817	70	73	20	0
7823	70	65	30	0
7953	67	75	16	0
8139	73	75	10	0
8142	73	71	15	0
8168	80	68	15	0
8171	72	75	12	0
8173	0	0	0	0
8189	67	77	10	0
8262	70	68	12	0
8276	62	70	15	0
8287	67	75	12	0
8288	75	70	10	0
8308	0	0	0	0
8323	67	76	15	0
8327	80	70	25	0
8329	68	70	13	0
8360	68	75	10	0
8371	0	0	0	0
8375	0	0	0	0
8378	75	72	10	0
8413	74	75	10	0
8441	73	70	12	0
8444	73	73	12	0
8457	73	70	10	0
8483	70	68	10	0
8523	70	70	10	0
8524	67	70	10	0
6306	70	75	10	0
7890	72	68	15	0
3518	70	75	11	0
